year,ba_code,hhi_cap,hhi_gen,hhi_cap_smoothed,hhi_gen_smoothed,norm_hhi_cap_smoothed,norm_hhi_gen_smoothed,eff_no_firms_smoothed_cap,eff_no_firms_smoothed_gen
1990,NEVP,1674.738087,1965.036437,1499.3866,1810.882,100,100,6.669394,5.522171
1991,NEVP,1639.694144,1866.668842,1473.9127,1772.7378,98.301048,97.893616,6.7846622,5.6409922
1992,NEVP,1533.133505,1897.128416,1448.2659,1739.7614,96.590561,96.072601,6.9048095,5.7479148
1993,NEVP,1524.971189,1619.812819,1423.5532,1715.2657,94.942375,94.71991,7.0246758,5.8300004
1994,NEVP,1498.143889,1697.794409,1402.2906,1692.7672,93.524292,93.477501,7.1311893,5.9074869
1995,NEVP,1500.554875,1553.452729,1384.5055,1667.5205,92.338127,92.083336,7.2227955,5.9969277
1996,NEVP,1493.984152,1485.957228,1369.3025,1626.0623,91.324181,89.793938,7.3029881,6.149826
1997,NEVP,1493.391442,1588.467705,1356.7278,1587.37,90.485519,87.657288,7.3706756,6.2997284
1998,NEVP,1499.378959,1498.340718,1346.0344,1547.3055,89.772339,85.444862,7.4292307,6.4628477
1999,NEVP,1481.375501,1581.344178,1336.1969,1517.5255,89.116234,83.800354,7.4839268,6.5896749
2000,NEVP,1381.441325,1972.15878,1327.2148,1484.9497,88.517189,82.001465,7.534575,6.7342348
2001,NEVP,1280.172686,1507.806704,1318.6102,1472.8403,87.943314,81.332764,7.5837421,6.7896023
2002,NEVP,1165.103641,1509.621455,1309.469,1479.1577,87.333649,81.681618,7.6366835,6.7606044
2003,NEVP,1021.22884,1398.772233,1298.9974,1486.318,86.635254,82.077026,7.6982446,6.7280354
2004,NEVP,885.0684969,1406.687522,1286.9341,1496.0203,85.830704,82.612801,7.7704058,6.6844015
2005,NEVP,1000.963057,1369.473094,1274.0366,1500.8033,84.97052,82.87693,7.8490682,6.6630983
2006,NEVP,1108.839681,1583.217544,1262.4,1503.6161,84.194435,83.032249,7.9214191,6.6506338
2007,NEVP,1137.256012,1725.106942,1251.4586,1508.1925,83.464706,83.284973,7.9906759,6.6304531
2008,NEVP,1441.511984,1557.019874,1240.3903,1515.0457,82.726517,83.663414,8.0619793,6.600461
2009,NEVP,1386.86107,1505.031609,1229.0732,1523.955,81.971741,84.155403,8.1362114,6.5618739
2010,NEVP,1383.365446,1432.170462,1217.7777,1533.5574,81.218391,84.685661,8.2116795,6.5207863
2011,NEVP,1471.21172,1460.532101,1208.3979,1537.1366,80.592819,84.883316,8.2754192,6.5056028
2012,NEVP,1394.074299,1536.974974,1201.636,1524.4005,80.141838,84.180008,8.3219881,6.5599556
2013,NEVP,1324.308837,1548.640893,1196.7422,1501.5199,79.815453,82.916496,8.356019,6.6599183
2014,NEVP,1394.744822,1548.025741,1192.1637,1474.4066,79.510094,81.419258,8.3881102,6.7823896
2015,NEVP,1314.241714,1650.733687,1187.7413,1442.0292,79.215149,79.631317,8.419342,6.9346724
2016,NEVP,1213.957699,1512.716621,1183.5735,1403.4437,78.93718,77.500565,8.4489899,7.1253304
2017,NEVP,1124.831261,1307.957834,1179.8297,1347.7452,78.687492,74.424797,8.4757996,7.4197998
2018,NEVP,1121.411043,1205.070651,1175.4418,1280.2262,78.394844,70.696281,8.5074396,7.8111196
2019,NEVP,1073.058913,1122.132567,1168.8894,1209.2195,77.95784,66.775169,8.5551291,8.2697973
2020,NEVP,1068.281672,1183.985416,1159.0482,1148.2544,77.301491,63.408573,8.6277685,8.7088718
2021,NEVP,986.6845822,1153.561263,1146.1965,1094.2538,76.444366,60.426567,8.7245073,9.138648
2022,NEVP,913.2147201,891.5923318,1130.3923,1052.8953,75.39032,58.142677,8.8464861,9.4976206
2023,NEVP,873.2961817,897.6166179,1112.2336,1022.2358,74.179245,56.449608,8.9909163,9.7824793
2024,NEVP,896.7643135,921.429332,1093.6217,995.62079,72.937943,54.979885,9.1439295,10.043984
1990,NYISO,1674.582062,1507.528177,1644.2202,1487.9779,100,100,6.0819106,6.72053
1991,NYISO,1653.56118,1525.363947,1618.2157,1471.0942,98.418427,98.865326,6.179646,6.7976608
1992,NYISO,1572.287474,1394.484906,1568.5995,1442.9956,95.400818,96.976952,6.3751135,6.930028
1993,NYISO,1535.194003,1440.299469,1491.8854,1385.9238,90.73513,93.141426,6.7029276,7.2154036
1994,NYISO,1370.840715,1342.710618,1421.1479,1343.4323,86.432945,90.285767,7.0365648,7.4436207
1995,NYISO,1316.480498,1202.757127,1369.6763,1323.7754,83.302483,88.964722,7.3009953,7.5541515
1996,NYISO,1348.260927,1360.247064,1340.3041,1308.7526,81.51609,87.955109,7.4609933,7.6408639
1997,NYISO,1336.587173,1334.060202,1336.3917,1313.6799,81.278145,88.286255,7.4828358,7.6122041
1998,NYISO,1366.800733,1311.636494,1340.9976,1338.0741,81.558273,89.925667,7.4571352,7.4734278
1999,NYISO,1323.561445,1296.61085,988.57642,957.59802,60.124332,64.355659,10.115556,10.442795
2000,NYISO,912.6593366,2007.605336,634.54926,607.72498,38.592716,40.842339,15.759218,16.454811
2001,NYISO,640.5656372,579.6498359,627.92975,613.91583,38.190125,41.258396,15.925348,16.288877
2002,NYISO,624.6410353,639.0438406,617.73444,626.50598,37.570053,42.104523,16.188187,15.961539
2003,NYISO,609.8112455,634.2463149,607.16992,633.79626,36.927532,42.594467,16.469854,15.777941
2004,NYISO,580.3190543,666.2867314,595.38934,646.96973,36.211048,43.479794,16.795732,15.456674
2005,NYISO,584.3022303,626.4389164,589.04633,650.14874,35.825268,43.693439,16.976593,15.381096
2006,NYISO,588.7144119,674.5065043,589.02203,659.41821,35.823792,44.316399,16.977293,15.164883
2007,NYISO,592.0368513,643.3057179,589.8512,678.69128,35.874222,45.611652,16.953428,14.73424
2008,NYISO,601.1057976,702.2241752,578.75623,690.83319,35.199436,46.42765,17.278431,14.475274
2009,NYISO,574.6665151,764.1652751,557.79193,695.0509,33.924404,46.711105,17.927832,14.387436
2010,NYISO,512.0352437,646.9855308,531.18585,701.04138,32.306248,47.113697,18.825802,14.264493
2011,NYISO,496.1407571,688.3213871,506.22806,693.87469,30.788338,46.632057,19.753942,14.411824
2012,NYISO,483.0417889,717.8502101,488.80963,684.45178,29.728964,45.998787,20.457863,14.610233
2013,NYISO,485.1986336,670.0894293,482.47812,700.06311,29.343887,47.047951,20.726328,14.284427
2014,NYISO,470.2001235,675.9538635,480.96671,723.82166,29.251965,48.64465,20.79146,13.815557
2015,NYISO,483.0406946,774.286453,485.95407,787.69995,29.55529,52.937611,20.578077,12.695189
2016,NYISO,488.5594596,815.1449735,491.54324,868.25769,29.89522,58.351517,20.34409,11.517318
2017,NYISO,513.7898445,1060.75672,496.82809,949.80133,30.216639,63.831684,20.127686,10.528518
2018,NYISO,495.8087671,998.8205693,499.56458,1011.327,30.38307,67.966537,20.017431,9.8879986
2019,NYISO,494.3202244,1066.050964,501.65753,1056.691,30.510361,71.015236,19.933918,9.4635038
2020,NYISO,502.7744908,1066.632106,501.08173,1065.4771,30.475342,71.605705,19.956825,9.3854675
2021,NYISO,510.9838575,1116.51963,499.31277,1079.3864,30.367756,72.540482,20.027527,9.2645235
2022,NYISO,498.0296832,1047.510886,490.52106,1075.1876,29.833052,72.258308,20.386484,9.3007021
2023,NYISO,478.9798552,1099.659765,481.41229,1069.6841,29.279064,71.888435,20.772215,9.3485546
2024,NYISO,449.5897693,1028.742881,471.06537,1059.0266,28.649773,71.172203,21.228476,9.4426336
1990,PACE,1307.782461,1494.57396,1329.3683,1510.6139,100,100,7.5223699,6.6198254
1991,PACE,1334.878652,1535.240988,1335.033,1508.9868,100.42612,99.892288,7.4904518,6.6269631
1992,PACE,1328.659831,1515.791982,1339.7273,1504.3635,100.77924,99.586235,7.4642057,6.6473293
1993,PACE,1321.205701,1492.438797,1343.3499,1498.8427,101.05174,99.220764,7.444077,6.6718144
1994,PACE,1343.639097,1515.606537,1346.6344,1494.2628,101.29882,98.917587,7.4259205,6.6922631
1995,PACE,1331.008455,1499.883357,1348.303,1489.4143,101.42434,98.596626,7.4167304,6.7140484
1996,PACE,1404.942357,1480.568223,1346.6539,1479.9691,101.30029,97.971367,7.4258127,6.7568979
1997,PACE,1397.568016,1407.769086,1339.3705,1461.5723,100.7524,96.753532,7.4661942,6.8419471
1998,PACE,1429.94051,1442.539968,1324.7961,1436.2407,99.656067,95.07663,7.5483313,6.9626212
1999,PACE,1429.533417,1468.756254,1308.7186,1407.5044,98.446655,93.174332,7.6410618,7.1047735
2000,PACE,1378.309233,1535.129164,1294.4999,1380.1479,97.377068,91.36338,7.7249908,7.2456002
2001,PACE,1281.037203,1386.619941,1285.1844,1363.5447,96.676331,90.264275,7.7809844,7.3338265
2002,PACE,1245.855877,1320.443712,1280.7112,1364.7861,96.339836,90.346458,7.8081617,7.3271551
2003,PACE,1206.57696,1358.982832,1279.9681,1377.5582,96.283936,91.191948,7.8126945,7.2592211
2004,PACE,1189.805163,1340.439498,1283.6597,1392.1552,96.56163,92.158241,7.7902269,7.1831074
2005,PACE,1322.720446,1332.515069,1288.467,1406.0479,96.923256,93.077911,7.7611609,7.1121335
2006,PACE,1322.438939,1435.215527,1290.7955,1417.2465,97.098412,93.819237,7.7471604,7.0559359
2007,PACE,1390.091144,1550.566563,1291.1227,1427.8016,97.123024,94.517975,7.7451973,7.0037742
2008,PACE,1336.921964,1487.786886,1293.2678,1437.7333,97.284393,95.17543,7.7323503,6.9553928
2009,PACE,1311.654265,1473.148661,1298.0381,1446.009,97.643227,95.723274,7.7039342,6.915586
2010,PACE,1293.297131,1432.111959,1302.069,1452.9021,97.946442,96.179581,7.6800847,6.8827763
2011,PACE,1256.667832,1336.039911,1303.8137,1456.4025,98.07769,96.411301,7.6698074,6.8662338
2012,PACE,1213.835888,1472.937339,1304.174,1455.0973,98.10479,96.324898,7.6676888,6.8723927
2013,PACE,1219.967469,1447.889583,1307.0692,1453.4425,98.322578,96.215355,7.6507044,6.8802171
2014,PACE,1384.828588,1503.961842,1314.131,1454.8116,98.85379,96.305992,7.6095915,6.8737421
2015,PACE,1376.308662,1491.043433,1325.6619,1459.7908,99.721191,96.635597,7.5434017,6.850297
2016,PACE,1309.789776,1504.747724,1341.0282,1470.9082,100.8771,97.371552,7.456965,6.7985206
2017,PACE,1353.244241,1389.400805,1356.8052,1485.2006,102.0639,98.31768,7.370255,6.7330976
2018,PACE,1341.133891,1459.101743,1366.6628,1496.5405,102.80544,99.068367,7.3170938,6.6820774
2019,PACE,1414.325879,1444.831919,1371.4789,1500.8734,103.16772,99.355194,7.291399,6.662787
2020,PACE,1426.684523,1548.175048,1372.3207,1501.4138,103.23104,99.390968,7.2869267,6.6603889
2021,PACE,1409.8495,1630.290075,1370.3807,1502.9818,103.08511,99.494766,7.2972422,6.6534405
2022,PACE,1477.694291,1636.451565,1369.0303,1505.957,102.98352,99.691727,7.3044405,6.6402955
2023,PACE,1343.984956,1427.834262,1366.8842,1507.4143,102.82208,99.788193,7.3159089,6.6338763
2024,PACE,1173.903793,1359.899926,1361.4596,1503.1425,102.41402,99.505402,7.3450584,6.6527295
1990,PJM,450.4589975,409.5355321,439.38361,398.61047,100,100,22.759155,25.087149
1991,PJM,438.8773005,397.9193596,436.97794,396.88754,99.452492,99.567764,22.884451,25.196054
1992,PJM,434.8082434,387.7233086,434.77414,395.79782,98.950928,99.294388,23.000448,25.265425
1993,PJM,430.9129719,396.3304756,433.28244,394.44305,98.611427,98.954514,23.079634,25.352201
1994,PJM,425.8340285,388.6403268,432.36343,393.0842,98.402267,98.613617,23.128691,25.439842
1995,PJM,426.7249456,398.0282613,431.85983,392.65833,98.287651,98.506775,23.155661,25.467434
1996,PJM,427.4823959,388.6460654,432.18024,392.88727,98.360573,98.564209,23.138494,25.452593
1997,PJM,448.1282684,394.3894009,428.51627,395.37973,97.526688,99.189499,23.336336,25.292141
1998,PJM,429.0686699,411.1347234,411.8512,413.57547,93.733856,103.75429,24.280615,24.179384
1999,PJM,399.2557839,446.0680677,381.35953,439.6423,86.794212,110.29372,26.221975,22.745764
2000,PJM,437.3774022,508.5910057,344.72043,463.64514,78.45546,116.31535,29.009014,21.568218
2001,PJM,337.3928321,501.956408,315.08536,473.8725,71.71077,118.8811,31.737432,21.102722
2002,PJM,314.5454352,465.5992621,302.27084,470.18832,68.794296,117.95684,33.082912,21.268074
2003,PJM,296.636098,467.913381,296.9259,465.1702,67.577827,116.69794,33.678436,21.497507
2004,PJM,268.6487638,459.720394,291.13474,459.72775,66.259811,115.33258,34.348358,21.752005
2005,PJM,282.3180569,441.7122052,284.40421,455.01901,64.727997,114.15129,35.161224,21.977104
2006,PJM,286.4437208,452.3662761,278.54492,454.29465,63.394474,113.96957,35.900852,22.012146
2007,PJM,271.5476228,438.775669,274.90176,453.85461,62.565323,113.85918,36.376633,22.033487
2008,PJM,271.0165932,461.7277807,272.51813,454.6618,62.022827,114.06168,36.694805,21.99437
2009,PJM,268.4954918,478.7480584,270.06,458.71976,61.463375,115.0797,37.028809,21.799803
2010,PJM,268.8815107,444.9332334,267.76144,462.02335,60.940243,115.90848,37.346676,21.643929
2011,PJM,263.7747049,448.8322894,266.82553,464.87469,60.727238,116.6238,37.477673,21.511173
2012,PJM,262.298527,493.8627314,266.95758,469.32852,60.757294,117.74114,37.459133,21.307037
2013,PJM,263.1605997,465.8376615,267.27295,475.99179,60.829067,119.41277,37.414936,21.008766
2014,PJM,272.4735567,457.16377,266.63861,484.49893,60.684696,121.54697,37.503944,20.639881
2015,PJM,271.6229765,507.7053475,264.39755,489.79468,60.174652,122.87552,37.821835,20.416718
2016,PJM,274.3546925,516.8265463,260.18668,490.05789,59.21629,122.94155,38.433945,20.405752
2017,PJM,257.8933489,508.911064,253.92896,488.0903,57.792088,122.44794,39.381092,20.488012
2018,PJM,243.5375942,478.5437657,246.11156,480.67856,56.012913,120.58854,40.631981,20.803923
2019,PJM,232.1415361,462.2773914,237.47202,467.06866,54.046627,117.17421,42.110226,21.410128
2020,PJM,224.8671186,462.2863848,228.49181,451.89264,52.002808,113.36697,43.765247,22.12915
2021,PJM,218.9309059,425.0652109,221.05095,438.25287,50.30933,109.94514,45.238438,22.817877
2022,PJM,219.6758386,415.93405,215.86496,428.93103,49.129044,107.60656,46.325256,23.313772
2023,PJM,202.0937464,417.2664983,211.94568,421.75092,48.237049,105.80527,47.1819,23.710678
2024,PJM,197.6471579,405.4605057,208.63391,415.5889,47.483318,104.2594,47.930847,24.062241
1990,PSCO,3405.579541,3706.869683,3486.5422,3632.344,100,100,2.8681712,2.7530432
1991,PSCO,3398.299723,3531.565677,3460.468,3624.6917,99.252144,99.78933,2.8897824,2.7588553
1992,PSCO,3688.930428,3697.102944,3429.7612,3616.7698,98.371422,99.571236,2.9156549,2.7648981
1993,PSCO,3683.857188,3582.569323,3395.3975,3608.2532,97.385811,99.336769,2.9451632,2.7714241
1994,PSCO,3473.365082,3613.118531,3359.3752,3597.2856,96.352631,99.034828,2.9767439,2.7798738
1995,PSCO,3479.815485,3549.385017,3327.9971,3590.0405,95.452652,98.835365,3.0048103,2.7854838
1996,PSCO,3608.202205,3620.067785,3301.2527,3582.0327,94.685577,98.614906,3.0291531,2.7917109
1997,PSCO,3511.693957,3526.011907,3276.3284,3589.1099,93.970703,98.809746,3.0521972,2.7862062
1998,PSCO,3704.895749,3623.472242,3252.5002,3641.3977,93.287277,100.24925,3.0745578,2.7461982
1999,PSCO,3686.141625,3910.087571,3229.6389,3723.9812,92.631577,102.52281,3.0963213,2.6852982
2000,PSCO,3682.596216,4176.922619,3208.1606,3790.3848,92.015541,104.35093,3.1170509,2.6382546
2001,PSCO,3650.462607,3881.459271,3187.3193,3815.437,91.417778,105.04063,3.1374328,2.6209319
2002,PSCO,3508.175667,3923.208451,3166.04,3801.9558,90.807449,104.66949,3.1585197,2.6302252
2003,PSCO,2835.835288,3793.228114,3143.7832,3765.5972,90.169083,103.66852,3.180881,2.6556213
2004,PSCO,2772.998272,3683.611759,3120.2603,3720.428,89.494408,102.42499,3.2048609,2.6878629
2005,PSCO,2818.980628,3671.628435,3095.7915,3662.9309,88.792603,100.84207,3.2301917,2.7300541
2006,PSCO,2818.980628,3672.086422,3069.9248,3598.5244,88.050697,99.068932,3.2574089,2.7789168
2007,PSCO,2551.964185,3403.813914,3043.3179,3560.3608,87.287567,98.018272,3.2858875,2.8087041
2008,PSCO,2558.264179,3585.253147,3014.4485,3550.8032,86.459541,97.75515,3.3173563,2.8162642
2009,PSCO,2649.186619,3263.164854,2984.4856,3557.6069,85.600159,97.942459,3.3506613,2.8108783
2010,PSCO,3400.979268,3605.289872,2957.8811,3575.6311,84.837097,98.438667,3.3807986,2.7967091
2011,PSCO,3280.546606,3785.813481,2934.876,3607.0896,84.177269,99.304733,3.407299,2.7723181
2012,PSCO,3016.042679,3667.846544,2915.5793,3641.7007,83.62381,100.25759,3.4298501,2.7459698
2013,PSCO,3034.353053,3674.340832,2900.5005,3672.031,83.191322,101.0926,3.447681,2.7232885
2014,PSCO,3041.826074,3620.453654,2888.2747,3683.4302,82.84066,101.40643,3.4622746,2.7148607
2015,PSCO,3151.986219,3756.232583,2875.6567,3667.1133,82.47876,100.95721,3.4774666,2.7269406
2016,PSCO,3037.873323,3669.292262,2862.2185,3624.675,82.09333,99.788872,3.4937932,2.758868
2017,PSCO,2915.685623,3702.081549,2848.9011,3557.3362,81.711365,97.935005,3.5101254,2.8110921
2018,PSCO,2874.110376,3547.275769,2840.01,3474.5205,81.456352,95.655052,3.5211143,2.8780949
2019,PSCO,2852.894155,3460.477718,2834.2622,3379.8091,81.291489,93.047607,3.528255,2.9587469
2020,PSCO,2953.766958,2947.979135,2827.8032,3284.5779,81.106239,90.42585,3.536314,3.0445313
2021,PSCO,2769.808317,3290.884877,2820.0925,3196.5129,80.885078,88.001381,3.5459828,3.1284091
2022,PSCO,2600.597291,2977.206866,2811.1294,3130.6895,80.628006,86.189232,3.5572891,3.1941845
2023,PSCO,2161.119168,3252.573276,2799.8496,3085.1899,80.304482,84.936615,3.5716205,3.2412915
2024,PSCO,2094.822782,2850.000258,2783.1592,3063.2114,79.825768,84.331535,3.5930393,3.2645478
1990,SOCO,3111.879428,3405.117348,3156.1956,3364.8889,100,100,3.1683714,2.9718664
1991,SOCO,3193.22886,3363.335241,3144.9368,3362.4866,99.64328,99.928604,3.1797142,2.9739895
1992,SOCO,3178.363426,3329.719208,3115.3442,3352.8921,98.705681,99.643471,3.2099183,2.9824998
1993,SOCO,3139.14528,3344.995431,3071.6531,3340.3599,97.321381,99.271027,3.2555759,2.9936895
1994,SOCO,2994.93468,3375.31146,3009.8604,3329.9429,95.363556,98.961449,3.3224132,3.0030546
1995,SOCO,2874.920569,3357.43006,2949.2039,3318.1492,93.441734,98.610954,3.3907456,3.0137284
1996,SOCO,2885.459554,3235.713598,2899.8606,3307.6626,91.878357,98.299309,3.4484417,3.023283
1997,SOCO,2792.236658,3243.156347,2862.1104,3275.7881,90.682289,97.352043,3.4939253,3.0527005
1998,SOCO,2789.531146,3160.534442,2757.3027,3211.7065,87.361595,95.447624,3.6267326,3.1136096
1999,SOCO,2826.407179,3299.592004,2462.2017,3153.3757,78.011696,93.714111,4.0614057,3.1712048
2000,SOCO,2829.466428,3784.626318,2059.5767,3096.9417,65.255043,92.036964,4.8553667,3.228992
2001,SOCO,2235.322252,3051.66127,1802.2521,3061.8601,57.102039,90.994392,5.5486135,3.2659886
2002,SOCO,1800.561908,2930.807115,1677.1243,3036.8923,53.137527,90.25238,5.9625874,3.2928398
2003,SOCO,1381.112146,3219.207322,1575.3127,3022.5962,49.911758,89.827515,6.3479457,3.3084142
2004,SOCO,1325.748568,2977.046108,1482.618,3005.5698,46.974846,89.321518,6.7448254,3.3271561
2005,SOCO,1262.30964,3035.496002,1412.5438,2968.4502,44.754635,88.218369,7.0794263,3.3687613
2006,SOCO,1501.169699,2948.233436,1408.3368,2907.0469,44.621342,86.393547,7.1005745,3.4399171
2007,SOCO,1476.129774,2887.428131,1430.7091,2816.7617,45.330181,83.710396,6.9895411,3.5501761
2008,SOCO,1449.279833,2895.686119,1448.6119,2689.2131,45.897408,79.919823,6.9031601,3.7185597
2009,SOCO,1462.241505,2563.075502,1456.3127,2566.926,46.141399,76.285606,6.8666568,3.8957102
2010,SOCO,1423.591062,2436.581355,1456.2415,2443.0796,46.139137,72.605057,6.866993,4.0931945
2011,SOCO,1441.584129,2173.053306,1460.1364,2318.0825,46.262543,68.890312,6.8486753,4.3139105
2012,SOCO,1502.916059,1936.611041,1457.2854,2201.2305,46.172215,65.417625,6.8620739,4.5429139
2013,SOCO,1481.088119,2196.704887,1443.3074,2099.5237,45.72934,62.395039,6.9285312,4.7629852
2014,SOCO,1460.728726,2121.37408,1419.6669,2024.1429,44.98032,60.154823,7.0439062,4.9403625
2015,SOCO,1343.840106,1868.811256,1387.9802,1960.4713,43.976368,58.262585,7.2047138,5.1008143
2016,SOCO,1331.339896,1886.773608,1352.8026,1902.8978,42.861813,56.551579,7.3920612,5.2551427
2017,SOCO,1316.151799,1857.80507,1323.3899,1849.282,41.929909,54.958187,7.5563521,5.4075041
2018,SOCO,1322.269521,1836.730781,1302.8005,1785.2872,41.277561,53.056351,7.6757722,5.6013393
2019,SOCO,1259.059715,1718.6251,1283.2485,1730.2029,40.658081,51.419315,7.7927227,5.7796688
2020,SOCO,1290.616669,1578.756053,1257.2887,1692.3885,39.835575,50.295525,7.9536228,5.9088087
2021,SOCO,1252.685731,1672.186381,1228.321,1661.412,38.917774,49.374943,8.1411943,6.0189767
2022,SOCO,1167.32538,1577.806992,1204.2399,1636.6368,38.154793,48.63866,8.3039932,6.1100912
2023,SOCO,1152.961006,1560.285975,1184.7052,1618.2469,37.535862,48.092136,8.4409189,6.1795263
2024,SOCO,1151.604661,1656.007153,1166.1022,1610.3721,36.946449,47.858105,8.5755777,6.2097449
1990,SPP,503.7737881,561.6871759,494.3804,554.8504,100,100,20.227339,18.022877
1991,SPP,500.0203595,543.1475994,490.99927,554.9248,99.316086,100.01341,20.366629,18.02046
1992,SPP,505.9333667,561.1565589,486.0517,550.62048,98.315323,99.237648,20.573944,18.161329
1993,SPP,505.7611852,556.3822822,479.83905,544.24677,97.05867,98.088921,20.840321,18.374018
1994,SPP,501.3144866,524.4314549,472.67896,541.3385,95.610374,97.564766,21.156008,18.472731
1995,SPP,483.6317501,527.6166118,464.80237,537.50702,94.017151,96.874222,21.514521,18.604408
1996,SPP,479.1958636,549.4655956,456.27701,536.24243,92.292694,96.646309,21.916512,18.648281
1997,SPP,466.4104457,537.0503781,447.02841,539.26251,90.421951,97.190613,22.369944,18.543844
1998,SPP,477.794257,532.6786437,437.12311,541.21686,88.418373,97.542847,22.87685,18.476881
1999,SPP,471.0226917,541.3073668,426.47015,522.51715,86.263565,94.172615,23.448299,19.138128
2000,SPP,450.566223,573.2830516,415.00906,495.65009,83.94529,89.330399,24.09586,20.175524
2001,SPP,402.3330476,508.7739424,402.47952,490.44522,81.410896,88.392334,24.845985,20.389637
2002,SPP,386.5708478,473.8306019,389.5394,486.35083,78.793457,87.654404,25.671345,20.561289
2003,SPP,369.5232762,484.7235626,376.91946,481.79416,76.240776,86.83316,26.530867,20.755753
2004,SPP,363.9345368,476.2458621,364.82959,475.72556,73.795319,85.739426,27.410057,21.020523
2005,SPP,355.0141464,471.4205128,353.39124,471.25763,71.481644,84.934181,28.297249,21.219816
2006,SPP,355.7322821,468.8724938,342.7135,463.72906,69.321823,83.577316,29.178892,21.564316
2007,SPP,329.744639,454.2363445,332.86392,454.02707,67.329514,81.828735,30.042307,22.025118
2008,SPP,333.3366745,445.537844,323.93753,443.65457,65.523941,79.959312,30.87015,22.540058
2009,SPP,320.142428,426.4593769,316.00229,433.02094,63.918854,78.042824,31.64534,23.093573
2010,SPP,320.0142815,425.5412269,307.91806,420.85266,62.28363,75.849754,32.476173,23.761286
2011,SPP,315.9999803,415.8230925,298.91299,406.33771,60.462143,73.233742,33.454552,24.610071
2012,SPP,296.7551169,387.6158134,288.81305,389.79443,58.419193,70.252167,34.624474,25.654549
2013,SPP,292.5092721,369.247532,278.27115,366.89294,56.28685,66.124657,35.936172,27.255907
2014,SPP,280.3079604,350.9151124,268.20264,339.78784,54.250256,61.23954,37.28524,29.430128
2015,SPP,258.8663109,307.4355011,259.14941,311.82437,52.419029,56.199718,38.587776,32.069336
2016,SPP,235.3039361,277.1179512,250.86223,282.7511,50.742752,50.959881,39.862518,35.366795
2017,SPP,225.6665302,255.5409773,243.17627,254.88635,49.188087,45.937851,41.122433,39.233173
2018,SPP,214.1142284,228.1419758,236.03416,230.26024,47.743431,41.499516,42.366749,43.429123
2019,SPP,208.0274245,207.4568533,229.2428,210.3324,46.369717,37.907948,43.621872,47.543793
2020,SPP,193.5568597,182.0567108,222.72795,193.83871,45.051937,34.93531,44.897823,51.589283
2021,SPP,185.2894528,185.7572322,216.44722,181.86829,43.781513,32.777897,46.200638,54.984848
2022,SPP,179.1846092,170.4162845,210.41522,172.76834,42.561401,31.137823,47.525078,57.880974
2023,SPP,174.546994,166.4313912,204.74571,168.03122,41.414608,30.284058,48.841072,59.512749
2024,SPP,163.5315531,155.8865673,199.40706,163.24202,40.334743,29.420906,50.148678,61.258736
1990,TVA,8484.886085,8855.822427,8453.4902,8814.8115,100,100,1.1829433,1.1344543
1991,TVA,8505.25744,8741.662287,8439.0166,8817.3193,99.828789,100.02845,1.1849722,1.1341316
1992,TVA,8403.990773,8808.736177,8427.9902,8824.5254,99.698349,100.1102,1.1865225,1.1332054
1993,TVA,8383.326306,8960.121297,8417.0518,8833.3838,99.568954,100.21069,1.1880645,1.132069
1994,TVA,8375.346987,8647.842078,8407.9023,8840.6348,99.460724,100.29295,1.1893573,1.1311405
1995,TVA,8417.048126,8884.231433,8401.293,8848.3271,99.382538,100.38022,1.190293,1.1301571
1996,TVA,8379.036884,8898.906257,8402.0996,8858.0791,99.392075,100.49085,1.1901788,1.1289129
1997,TVA,8443.123484,8948.277773,8386.582,8848.4541,99.208511,100.38166,1.1923809,1.1301409
1998,TVA,8400.580526,8976.07522,8212.4541,8787.2109,97.148682,99.686882,1.2176628,1.1380175
1999,TVA,8564.413253,9157.113231,7667.2729,8682.7676,90.699493,98.502022,1.3042446,1.1517065
2000,TVA,8348.540001,9602.607874,6852.5444,8535.4434,81.061722,96.830696,1.459312,1.1715853
2001,TVA,7683.246386,8817.671161,6159.1948,8368.917,72.859787,94.941528,1.6235888,1.1948978
2002,TVA,6090.597991,8292.434185,5815.7441,8216.4854,68.796959,93.212265,1.7194704,1.2170655
2003,TVA,4949.906107,8166.687962,5612.8203,8107.4771,66.396484,91.975616,1.7816355,1.2334293
2004,TVA,4898.845442,8058.547565,5461.9331,8012.0122,64.611572,90.892609,1.8308536,1.2481259
2005,TVA,4876.445877,7853.836537,5332.6904,7880.8027,63.082706,89.404099,1.875226,1.2689062
2006,TVA,5303.454534,7714.267333,5360.8286,7709.2119,63.415565,87.457481,1.8653833,1.2971494
2007,TVA,5668.696171,7480.14216,5499.0615,7529.5957,65.050781,85.419815,1.8184921,1.3280926
2008,TVA,5901.408248,7834.458121,5658.2144,7365.5518,66.933472,83.558815,1.767342,1.3576715
2009,TVA,5889.71318,6952.754172,5794.519,7217.9658,68.545876,81.884514,1.7257688,1.3854319
2010,TVA,5731.988168,6804.318793,5875.2207,7074.7974,69.500534,80.260338,1.7020637,1.413468
2011,TVA,5998.406282,6722.484039,5899.8223,6919.3726,69.791557,78.497116,1.6949663,1.4452177
2012,TVA,6028.741896,6801.869225,5904.2886,6759.2944,69.844391,76.681099,1.6936841,1.4794444
2013,TVA,5966.106897,6955.876366,5905.5137,6599.1641,69.858879,74.864494,1.6933328,1.5153434
